ImageNumber	ObjectNumber	Metadata_ChannelNumber	Metadata_FileLocation	Metadata_Frame	Metadata_Plate	Metadata_Series	Metadata_Site	Metadata_Well	Metadata_Well	AreaShape_Area	AreaShape_Center_X	AreaShape_Center_Y	AreaShape_Center_Z	AreaShape_Compactness	AreaShape_Eccentricity	AreaShape_EulerNumber	AreaShape_Extent	AreaShape_FormFactor	AreaShape_MajorAxisLength	AreaShape_MaxFeretDiameter	AreaShape_MaximumRadius	AreaShape_MeanRadius	AreaShape_MedianRadius	AreaShape_MinFeretDiameter	AreaShape_MinorAxisLength	AreaShape_Orientation	AreaShape_Perimeter	AreaShape_Solidity	Children_cytoplasm_nucplus_Count	Location_Center_X	Location_Center_Y	Location_Center_Z	Number_Object_Number	Parent_nuclei
2	6			0	SG 40x Cap1-wt FGDF	0	10	A01	A01	7403	796.0	248.0	1.0	1.019454961340289	0.4032994784079419	1.0	0.7185983304212774	0.5566130004126048	102.11658646163755	107.54068997360952	43.60045871318328	15.0210061955378	13.038404810405298	92.5810201014164	93.44362534396933	38.6293368812832	408.819999999999	0.9481301229508197	0	797.4259084155073	252.37457787383494	0	6	6
2	7			0	SG 40x Cap1-wt FGDF	0	10	A01	A01	7982	546.0	322.0	1.0	1.0553901306852667	0.6746127712815874	1.0	0.7245824255628177	0.6243423864405606	117.64953640061528	120.24142381059865	42.20189569201838	15.32827354355935	13.601470508735444	88.99750212570791	86.84557025391251	37.83051669688475	400.81999999999914	0.9536439665471923	0	550.1163868704585	321.19431220245554	0	7	7
2	8			0	SG 40x Cap1-wt FGDF	0	10	A01	A01	19137	149.0	349.0	1.0	1.1581170293882286	0.6840349515253741	1.0	0.7019146126760564	0.36779109376684965	191.55623466821075	194.80503073586164	45.27692569068709	15.527891034503723	13.601470508735444	141.0	139.73054866089583	5.994957777680321	808.6139999999967	0.9043950850661621	1	193.4070648481998	343.01306369859435	0	8	8
2	9			0	SG 40x Cap1-wt FGDF	0	10	A01	A01	58433	438.0	438.0	1.0	1.2089037742719884	0.7963627260742048	1.0	0.5770875512320379	0.5359877883252874	362.11560522704383	387.98582448331797	97.98469268207153	36.30840404271079	32.526911934581186	230.26941791104278	219.01451371797913	79.14765241936918	1170.4599999999955	0.8940177478580172	1	419.62683757465817	438.1077131073195	0	9	9
2	10			0	SG 40x Cap1-wt FGDF	0	10	A01	A01	41355	784.0	438.0	1.0	1.1374890053675788	0.6019201256578056	1.0	0.6191980595316524	0.437701657486087	269.88103412353513	315.82431825304394	91.706052144883	29.00397127180897	24.041630560342615	224.13107052193834	215.5151997217715	13.895400870399882	1089.6319999999957	0.7972048192771083	1	767.5374199008584	436.3609237093459	0	10	10
2	11			0	SG 40x Cap1-wt FGDF	0	10	A01	A01	24325	1093.0	508.0	1.0	1.575647034110012	0.9103878643979182	1.0	0.5156114208194671	0.5614699914390303	288.0695535528246	264.9169681239765	53.665631459994955	20.737958547694436	19.6468827043885	129.6486911495028	119.19047445899635	-30.40714243504257	737.849999999997	0.8688741248749821	1	1152.2353956834531	473.3740184994861	0	11	11
2	12			0	SG 40x Cap1-wt FGDF	0	10	A01	A01	8875	51.0	637.0	1.0	1.0506336083103927	0.6727946853479474	1.0	0.7753800454307181	0.8257424871767582	123.67278700616161	122.7721466783081	44.721359549995796	16.847330575843216	15.0	89.80868554878198	91.49674460524133	19.942645225616157	367.50799999999913	0.9761865478743885	0	60.19684507042253	640.1438873239437	0	12	12
2	13			0	SG 40x Cap1-wt FGDF	0	10	A01	A01	20438	970.0	678.0	1.0	1.113733584424318	0.7418033019389692	1.0	0.7113818308388444	0.7282395485555228	199.56660754912843	205.8834621818858	65.0	23.292704313150736	21.0	143.449586209873	133.83286389089062	44.32485226458487	593.8639999999984	0.9657649143532191	1	979.6148351110676	683.311380761327	0	13	13
2	14			0	SG 40x Cap1-wt FGDF	0	10	A01	A01	23864	626.0	644.0	1.0	1.1170517962051725	0.36147019129488006	1.0	0.5203209488923775	0.6031352617164353	190.1829070698836	234.6763729053268	70.32780389006896	23.931996310847747	21.02379604162864	170.22986700796835	177.32343612288074	-70.55240834474667	705.129999999997	0.8751489814254543	1	633.1732735501173	637.8726952732148	0	14	14
2	15			0	SG 40x Cap1-wt FGDF	0	10	A01	A01	19524	726.0	723.0	1.0	1.3917061535339343	0.8625722761955782	1.0	0.4763577807056068	0.5620164343004302	234.2409916729754	238.29813259864207	51.86520991955976	19.401502057475877	17.72004514666935	122.53652516698848	118.51044854200188	-45.11966247120662	660.7159999999972	0.8856028304454324	1	705.5588506453596	726.7356586765007	0	15	15
2	16			0	SG 40x Cap1-wt FGDF	0	10	A01	A01	12156	62.0	819.0	1.0	1.3570797060989108	0.8574285854411039	1.0	0.5880986937590711	0.4636291329133369	181.9026201579442	167.20047846821492	42.941821107167776	14.308058406720646	12.649110640673518	96.08632138746522	93.60762931499724	29.94181843224879	574.0039999999983	0.8885964912280702	1	91.2680980585719	839.8747120763409	0	16	16
2	17			0	SG 40x Cap1-wt FGDF	0	10	A01	A01	19413	723.0	866.0	1.0	1.082219555962578	0.6958032548819846	1.0	0.6482019433036161	0.6950088173925343	187.5025711282013	202.86941612771503	64.93843238021688	23.19890255924499	20.591260281974	143.8750776789928	134.67042820531657	-77.48924379058734	592.4559999999982	0.9191108586037925	1	725.1571627260083	865.3764487714418	0	17	17
2	18			0	SG 40x Cap1-wt FGDF	0	10	A01	A01	30641	1181.0	878.0	1.0	1.2281954622355669	0.7985197926091716	1.0	0.686402329749104	0.6619683020698162	264.66992185876927	280.72228269234347	75.95393340703298	26.336369447752226	23.769728648009426	159.0	159.32297032592686	4.816843118456031	762.6719999999972	0.9400665756492658	1	1186.6956039293757	865.2502855650926	0	18	18
2	19			0	SG 40x Cap1-wt FGDF	0	10	A01	A01	16932	597.0	877.0	1.0	1.0583687161031632	0.5830792928960654	1.0	0.7427618880505352	0.7526753167370094	165.48986422424215	176.9547964876906	60.29925372672534	22.2634216979491	19.924858845171276	133.6907582660067	134.44648939209185	84.2031041034826	531.685999999999	0.9417653929584515	1	600.9682849043231	868.1304039688165	0	19	19
2	20			0	SG 40x Cap1-wt FGDF	0	10	A01	A01	18994	938.0	932.0	1.0	1.358655614723104	0.8704937706087312	1.0	0.5862345679012345	0.3363709271644334	229.54031155703495	241.3379373409825	56.859475903318	18.47927679065439	15.811388300841896	127.43653020531134	112.97502064070804	12.649785844297169	842.3719999999967	0.8636384304096759	1	925.0078972307044	924.0322207012741	0	20	20
2	21			0	SG 40x Cap1-wt FGDF	0	10	A01	A01	6936	199.0	936.0	1.0	1.0176115483478705	0.5313941367767386	1.0	0.7566270317443002	0.822451373465455	102.14086753059192	104.34557968596465	42.720018726587654	15.30230916843514	13.601470508735444	86.48721559593916	86.52605261157456	8.467654902766922	325.53999999999934	0.975115984816533	0	199.6229815455594	937.232987312572	0	21	21
3	1			0	SG 40x Cap1-wt FGDF	0	11	A01	A01	18347	381.0	135.0	1.0	1.202870823459131	0.6761217951467211	1.0	0.5259732813485465	0.36190353904816064	190.4827764144298	213.75921032788273	53.9351462406472	18.305767557259042	15.231546211727817	161.23670020985475	140.34578079460243	-88.45353327735005	798.1619999999972	0.8029673071031557	1	368.392543740121	135.27137951708727	0	1	1
3	2			0	SG 40x Cap1-wt FGDF	0	11	A01	A01	19798	242.0	167.0	1.0	1.2412071688172037	0.3881938253748628	1.0	0.48524509803921567	0.32947890560058823	183.58829918525493	214.21951358361358	54.08326913195984	17.2607895980456	15.0	173.7066225585336	169.1908921522178	-19.47188252515017	868.9639999999965	0.799112008072654	1	245.25830892009293	154.26482472977068	0	2	2
3	3			0	SG 40x Cap1-wt FGDF	0	11	A01	A01	31238	149.0	278.0	1.0	1.0195026537832503	0.33637807162645955	1.0	0.649330672653197	0.7762383297929891	206.89755030851927	228.60008748904713	89.00561780022652	31.29384974134474	27.586228448267445	192.96164033387183	194.8410148958194	25.380367094165315	711.1299999999972	0.9605338007164489	1	147.58249567834048	273.58636916575966	0	3	3
3	4			0	SG 40x Cap1-wt FGDF	0	11	A01	A01	7431	748.0	327.0	1.0	1.087737769805526	0.7464383324656023	1.0	0.7551829268292682	0.7997176197537337	119.25062917307064	119.85407794480753	40.52159917870962	15.089109117758992	13.601470508735444	81.0	79.35587894447337	-85.45470828758019	341.71199999999925	0.9699778096854197	0	748.3529807562912	327.1357825326336	0	4	4
3	5			0	SG 40x Cap1-wt FGDF	0	11	A01	A01	38857	1100.0	379.0	1.0	1.1863665066105467	0.7959096029726169	1.0	0.6458084031378806	0.6923230225581458	292.47149053089123	302.71108337819413	82.85529554590944	31.059266061835604	27.892651361962706	186.70626440996404	177.06676794016704	-58.570593001389035	839.8179999999968	0.9553512157942615	1	1099.7619991249967	401.18148596134546	0	5	5
3	6			0	SG 40x Cap1-wt FGDF	0	11	A01	A01	10194	1264.0	460.0	1.0	1.0682991887869135	0.7052534211742663	1.0	0.6940359477124183	0.5697526404306422	135.61996073284553	136.94524453225822	45.45327270945405	16.90224200706101	15.0	95.9989839427105	96.14848942356636	-68.96468425797957	474.1699999999987	0.9538691868625433	0	1269.5140278595252	451.2359230920149	0	6	6
3	7			0	SG 40x Cap1-wt FGDF	0	11	A01	A01	46498	913.0	559.0	1.0	1.7868994823642352	0.9322027717743597	1.0	0.5525740362218947	0.484598987229013	431.5532377017194	444.01126111845406	77.0	26.84601558270046	24.515301344262525	159.1378818552165	156.19484592022891	76.76843818149592	1098.0719999999963	0.8994506344784896	1	906.668802959267	593.467396447159	0	7	7
3	8			0	SG 40x Cap1-wt FGDF	0	11	A01	A01	12747	368.0	639.0	1.0	1.0471085053959275	0.29649800109547314	1.0	0.7543049884608557	0.6244387114963891	133.0901247819912	140.18559127100045	49.92995093127971	17.474421132267548	15.524174696260024	127.64771228648749	127.10552414800863	79.58689534611614	506.4819999999986	0.9416414271995273	1	357.2369969404566	640.4446536439947	0	8	8
3	9			0	SG 40x Cap1-wt FGDF	0	11	A01	A01	13442	78.0	651.0	1.0	1.0228354515521136	0.5582223377801437	1.0	0.7375987708516243	0.8470902391267203	143.74503117827658	143.01048912579805	59.0592922409336	21.23046610666692	18.867962264113206	118.79393923933998	119.26401636659094	-46.481671813104754	446.55199999999854	0.9812395065333236	0	83.9488171403065	647.9204731438774	0	9	9
3	10			0	SG 40x Cap1-wt FGDF	0	11	A01	A01	8307	1219.0	717.0	1.0	1.2012120697190984	0.8396555419769642	1.0	0.6319993913572732	0.7260827805611686	139.84125649834849	135.32553343696821	36.40054944640259	14.780554282986186	13.45362404707371	75.09343773089564	75.95048492787964	-34.67634112370951	379.1699999999988	0.9702172389628592	0	1213.566630552546	722.3223787167449	0	10	10
3	11			0	SG 40x Cap1-wt FGDF	0	11	A01	A01	13627	325.0	807.0	1.0	1.3494720833459686	0.8655020981753396	1.0	0.6435419126328217	0.4256831201619297	193.11192689621453	184.56435192094924	45.69463863518345	14.637329561499882	12.649110640673518	95.30449431301746	96.73078738368237	-18.18802433242012	634.2519999999979	0.9167787944025836	1	352.4573273647905	799.7319292580905	0	11	11
4	1			0	SG 40x Cap1-wt FGDF	0	12	A01	A01	28191	985.0	0.0	1.0	1.1555857349989016	0.7785944272021158	1.0	0.7996085772634445	0.7033130981077895	243.46605927252398	255.180328395431	100.4987562112089	38.046302620797235	34.36568055487916	155.0	152.7816387173367	-16.47674132717273	709.7179999999983	0.9763455011428968	1	973.419460111383	68.18924479443794	0	1	1
4	2			0	SG 40x Cap1-wt FGDF	0	12	A01	A01	14565	466.0	81.0	1.0	1.0770474887703196	0.6283593912478144	1.0	0.6477939868350827	0.6564224388494523	157.46577311764426	162.85576440519384	53.41348144429457	19.483126051934043	17.46424919657298	121.38527511980088	122.4962751115251	-42.97942388190083	528.041999999998	0.924996824590372	1	479.2919327154137	82.59182972880193	0	2	2
4	3			0	SG 40x Cap1-wt FGDF	0	12	A01	A01	10642	224.0	140.0	1.0	1.0598541001433979	0.7000477354667	1.0	0.7521911224201301	0.8188165995227912	137.68260549791154	136.48809471891678	48.08326112068523	18.46160399026477	16.55294535724685	97.49256381899083	98.31860468600685	-64.2280542733416	404.1319999999989	0.9803777061262094	0	229.14048111257281	132.63813193008832	0	3	3
4	4			0	SG 40x Cap1-wt FGDF	0	12	A01	A01	26859	592.0	178.0	1.0	1.106439972476821	0.7625578009751054	1.0	0.7203121647715083	0.7163327116167201	230.5070109978847	249.56161563830284	75.4254598925323	27.558967707782962	24.596747752497688	156.03759677952874	149.11961582406195	-82.77151101239704	686.423999999998	0.9532580919931855	1	592.6479764697121	173.99378234483785	0	4	4
4	5			0	SG 40x Cap1-wt FGDF	0	12	A01	A01	17119	449.0	315.0	1.0	1.0625657229674252	0.6257289621913735	1.0	0.7571428571428571	0.7547914704165017	169.38078131175862	170.31735084835015	61.91122676865643	22.512240986007335	20.12461179749811	131.23911573068136	132.1238784903217	89.81605290089868	533.8639999999984	0.9689817173260882	1	457.2961037443776	313.4052222676558	0	5	5
4	6			0	SG 40x Cap1-wt FGDF	0	12	A01	A01	4321	151.0	360.0	1.0	1.0678156800085137	0.6319099846054638	1.0	0.6199426111908178	0.7960997857091281	85.56667850168674	85.86617494683223	31.11269837220809	11.556004547019002	10.295630140987	62.85783222512768	66.31775140034071	47.276755136484375	261.16399999999913	0.9772701571864751	0	148.39759314973386	362.2751677852349	0	6	6
4	7			0	SG 40x Cap1-wt FGDF	0	12	A01	A01	21161	628.0	376.0	1.0	1.1377713102893539	0.5167178648255105	1.0	0.5897714604236344	0.5857014556923049	187.7216642685377	201.44478151592807	64.03124237432849	22.135533411782145	19.4164878389476	163.35693115811623	160.71898006083072	76.98039508470599	673.8059999999974	0.86493225153788	1	622.9750956949105	369.80681442275886	0	7	7
4	8			0	SG 40x Cap1-wt FGDF	0	12	A01	A01	6862	96.0	408.0	1.0	1.031139730294381	0.3414966632445243	1.0	0.6538974652182199	0.8191832876387308	97.66375973807766	106.21205204683694	41.43669871020132	14.828575155569544	13.038404810405298	88.68371630948681	91.79250621080867	-33.44092540899293	324.4439999999991	0.976588628762542	0	96.96662780530458	408.0829204313611	0	8	8
5	1			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	38123	529.0	52.0	1.0	1.165344329103132	0.7999652486241219	1.0	0.7557339676875805	0.5974007352117847	287.8021142467576	303.71203466441693	92.91393867445294	34.76812758320907	31.89043743820395	176.0	172.69460310283202	-13.925605636851015	895.4999999999968	0.931476391179525	1	510.09579518925585	84.11515358182724	0	1	1
5	2			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	19197	974.0	172.0	1.0	1.0881321968825146	0.7189466205200077	1.0	0.7368724090280977	0.7952712678929479	189.01770614553087	191.80198122021577	63.60031446463138	23.47768704803984	21.095023109728988	130.61038367919795	131.3796466664835	35.71161956872081	550.7619999999981	0.9788893988067919	1	962.3515653487524	170.76605719643695	0	2	2
5	3			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	7596	782.0	218.0	1.0	1.0336803333032811	0.6304161104536713	1.0	0.7318624144907987	0.8237594454477645	111.52430955653358	111.4136436887332	42.42640687119285	15.883835803304214	14.142135623730951	86.2	86.57156889406627	56.19002562669033	340.40599999999915	0.9755345790791755	0	778.6777251184834	215.78343865192207	0	3	3
5	4			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	29764	413.0	296.0	1.0	1.2090980739929473	0.812305721563994	1.0	0.6180232558139535	0.6024720599398422	260.9564043303447	258.64454372748713	64.4437739428721	25.812211219751145	23.53720459187964	176.3919656478147	152.1980918047895	-43.91102642787919	787.9199999999969	0.8694661505878912	1	423.6477959951619	269.0813398736729	0	4	4
5	5			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	10068	187.0	309.0	1.0	1.022723451765925	0.5799868001888546	1.0	0.7424778761061946	0.8500718630105961	125.33328767379989	125.09996003196804	50.24937810560445	18.482574955032998	16.401219466856727	101.11389728775714	102.09973878304585	55.67254285592648	385.787999999999	0.9801401869158879	0	190.0528406833532	311.0795589988081	0	5	5
5	6			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	10267	869.0	346.0	1.0	1.06835258586992	0.7004138293212764	1.0	0.7407647907647907	0.8032005669851625	135.80069675918838	133.52153384379613	46.87216658103186	17.792070713361504	16.0312195418814	96.04328437329941	96.92597833782553	-71.65665766876543	400.78799999999893	0.9745609871855719	0	867.3963183013539	357.5897535794292	0	6	6
5	7			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	12070	1223.0	381.0	1.0	1.0248332023152074	0.5933719958878303	1.0	0.7842755035737492	0.8590153092198807	138.01428327803075	138.70832707519762	55.731499172371095	20.201122962176814	18.0	112.5094509745892	111.09161153261924	-20.28715052040169	420.2019999999988	0.9823790338989948	0	1219.1565865782934	382.1016570008285	0	7	7
5	8			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	10606	606.0	383.0	1.0	1.0115956901263194	0.5075771427076363	1.0	0.7784220183486239	0.8406931433480593	125.01018540292745	124.8118584109699	53.14132102234569	19.16077718426388	17.0	107.41596100787481	107.70956533866291	-75.12509415091085	398.1639999999991	0.9804030319837308	0	606.2497642843673	380.40448802564583	0	8	8
5	9			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	4037	755.0	435.0	1.0	1.0414101490579295	0.49289825138618054	1.0	0.6088989441930618	0.7418201996421077	77.96409045562926	84.29116205154607	31.240998703626616	11.119801316812575	9.899494936611665	64.10571726784858	67.83553826635764	-58.75145985128824	261.50799999999913	0.965443022838694	0	755.0735694822888	434.04557839980185	0	9	9
5	10			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	3986	716.0	481.0	1.0	1.0721014359937586	0.6102244597118035	1.0	0.5971535580524344	0.6037954047715821	81.6674247489768	88.11923740024082	28.600699292150182	10.470602949640961	9.219544457292887	64.57370982063831	64.6992672092624	-65.9026370820567	288.02399999999955	0.9447736430433752	0	713.7606623181134	485.20647265429	0	10	10
5	11			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	9064	917.0	508.0	1.0	1.0482280006429678	0.6457054187229164	1.0	0.7772251757845996	0.8145043251871794	123.42241513465147	124.02015965156633	44.721359549995796	16.840196744724867	15.033296378372908	92.54715135765399	94.24370367255749	73.37934519802647	373.9539999999992	0.9692562690477463	0	914.245145631068	511.9303839364519	0	11	11
5	12			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	20660	251.0	558.0	1.0	1.2859999415184713	0.8571170946601299	1.0	0.5854017907741131	0.5970970562605317	230.76892860715049	232.04525420701884	57.14017850864661	20.96601723482502	19.235384061671343	125.431202204581	118.874064943355	51.72209805685566	659.3979999999978	0.9490995957368613	1	259.5296224588577	559.1596321393998	0	12	12
5	13			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	26263	1130.0	627.0	1.0	1.1247362264537684	0.666233135727827	1.0	0.6340962866386595	0.5764685308632552	219.41587895967191	260.2249027283899	76.24303246854758	25.51103166559782	22.135943621178654	173.75348765252855	163.62797157227254	-24.3943702823567	756.6399999999971	0.8681839969587279	1	1132.4642653162243	625.028976126109	0	13	13
5	14			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	8684	432.0	588.0	1.0	1.1311311939937994	0.6590494091135175	1.0	0.6068483577917541	0.6572231015999457	126.18784491590868	136.69308687713507	43.139309220245984	15.19632864462404	13.45362404707371	102.24787259140248	94.9058333929247	-65.0055278872611	407.4819999999986	0.9258489258489256	0	429.0076001842469	596.8065407646246	0	14	14
5	15			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	18560	1357.0	605.0	1.0	1.0701888332067722	0.5635700724643047	1.0	0.7085051152847763	0.6146399309724804	173.06044365198352	182.42806801586207	68.41052550594829	27.109481679150143	24.596747752497688	147.0	142.95973990214043	-63.336562731809835	616.0039999999982	0.8888463196207078	1	1327.2414870689656	616.4676724137931	0	15	15
5	16			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	8358	466.0	667.0	1.0	1.1242898640757164	0.3318912937807066	1.0	0.5957234497505346	0.6211394603481187	112.3408350066192	122.8087944733601	38.18376618407357	13.804682227639633	12.649110640673518	104.6400435480857	105.97309130509115	88.42350007496029	411.20799999999866	0.9359986561397616	0	466.19980856664273	671.6503948312993	0	16	16
5	17			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	31025	811.0	705.0	1.0	1.5093208435129752	0.8819285053669157	1.0	0.559573623836664	0.34921181806358187	311.6861537879516	337.0356064275702	64.8459713474939	21.750438939795195	19.0	152.5853125386702	146.92361332136772	-2.975397029564338	1056.6139999999968	0.8437355524734164	1	859.7669943593876	706.4123771152297	0	17	17
5	18			0	SG 40x Cap1-wt FGDF	0	13	A01	A01	13293	718.0	941.0	1.0	1.0071147168737287	0.440116859499144	1.0	0.7584731256419035	0.7877847178643234	137.13729123509287	138.6542462386205	59.90826320300064	21.31512067328603	18.788294228055936	123.84059232615253	123.14112850511425	-75.48142333837758	460.4819999999988	0.9784696919509771	0	719.1050176784773	937.3071541412774	0	18	18
6	1			0	SG 40x Cap1-wt FGDF	0	14	A01	A01	16457	773.0	151.0	1.0	1.1462645324898657	0.7776446346958572	1.0	0.5389552971999345	0.6718446164739889	185.19612886748502	197.46392075515973	55.072679252057455	20.578461860109613	18.384776310850235	110.63490961250653	116.43356210199373	-19.333366471336944	554.8119999999975	0.9335980711955751	1	789.2603755240931	145.9612930667801	0	1	1
6	2			0	SG 40x Cap1-wt FGDF	0	14	A01	A01	26875	913.0	201.0	1.0	1.3159236761766908	0.8746958664533798	1.0	0.5688914290552698	0.64149388202305	269.48803884685947	261.6123085789352	62.03224967708329	24.43206720506134	22.47220505424423	131.2462213826783	130.6133605939059	-24.23870587401205	725.5759999999971	0.932819631731487	1	871.220911627907	225.1229023255814	0	2	2
6	3			0	SG 40x Cap1-wt FGDF	0	14	A01	A01	10657	1282.0	238.0	1.0	1.038515530382184	0.6388317726769522	1.0	0.7735917537746806	0.8342935222008148	132.8297150853103	134.79243302203577	50.28916384272063	18.58112913362903	16.55294535724685	104.09964118150286	102.19207028119311	-55.89020079156546	400.64799999999894	0.979143697170158	0	1282.032842263301	234.60176409871445	0	3	3
