ImageNumber	ObjectNumber	Metadata_ChannelNumber	Metadata_FileLocation	Metadata_Frame	Metadata_Plate	Metadata_Series	Metadata_Site	Metadata_Well	Metadata_Well	AreaShape_Area	AreaShape_Center_X	AreaShape_Center_Y	AreaShape_Center_Z	AreaShape_Compactness	AreaShape_Eccentricity	AreaShape_EulerNumber	AreaShape_Extent	AreaShape_FormFactor	AreaShape_MajorAxisLength	AreaShape_MaxFeretDiameter	AreaShape_MaximumRadius	AreaShape_MeanRadius	AreaShape_MedianRadius	AreaShape_MinFeretDiameter	AreaShape_MinorAxisLength	AreaShape_Orientation	AreaShape_Perimeter	AreaShape_Solidity	Children_Cytoplasm_Norm_Count	Children_cytoplasm_nucplus_Count	Location_Center_X	Location_Center_Y	Location_Center_Z	Number_Object_Number	Parent_nuclei
1	1			0	SG 40x Cap1-wt FGDF	0	100	A01	A01	10536	320.0	161.0	1.0	1.0811584700710983	0.7356501708378528	1.0	0.7614367276143673	0.8085945867603251	140.76736053536538	141.98943622678414	47.042533945356304	18.04230902339018	16.15549442140351	95.44740382300466	95.35041380701017	71.70479492110671	404.647999999999	0.9793641940881206	1	0	322.00066438876235	160.04271070615033	0	1	1
1	2			0	SG 40x Cap1-wt FGDF	0	100	A01	A01	15759	181.0	136.0	1.0	1.1544598300262672	0.8109504339501362	1.0	0.7212356979405035	0.7060029009523761	185.4236468418526	189.38056922503955	54.230987451824994	20.625173964902476	18.384776310850235	108.35186841275527	108.49413025673991	81.75606447803005	529.6219999999985	0.9729579551768849	1	1	183.3162002665144	146.6013071895425	0	2	2
1	3			0	SG 40x Cap1-wt FGDF	0	100	A01	A01	21227	1246.0	261.0	1.0	1.129727143447216	0.7323347016448729	1.0	0.6658824267519919	0.677453247356882	203.85557838074672	209.89759407863636	62.625873247404705	23.065427264630948	20.8806130178211	144.07507157303692	138.81440564716848	-32.244441717069876	627.4939999999979	0.9401838113165759	1	1	1239.3695293729684	253.67612003580345	0	3	3
1	4			0	SG 40x Cap1-wt FGDF	0	100	A01	A01	44417	955.0	250.0	1.0	1.5573684924295286	0.8502351963307827	1.0	0.4576477255164597	0.4843993337884732	370.5730920177096	343.7571817431601	83.24061508662703	27.394449455043773	24.041630560342615	224.84104446935228	195.07078472149948	26.2264361780599	1073.439999999995	0.744271387518118	1	1	914.7395816916946	215.4386383591868	0	4	4
1	5			0	SG 40x Cap1-wt FGDF	0	100	A01	A01	27817	1051.0	379.0	1.0	1.1185006740881474	0.5868094848775515	1.0	0.5685060290210505	0.6527576365419263	218.3121864898518	235.0914715594762	76.11832893594026	26.014134215581922	23.323807579381203	187.105744301349	176.7728423276857	-15.456791471926511	731.7859999999972	0.9136954129645749	1	1	1054.0188733508287	387.538986950426	0	5	5
1	6			0	SG 40x Cap1-wt FGDF	0	100	A01	A01	9083	856.0	474.0	1.0	1.0735108801255044	0.7255950231333124	1.0	0.7169468782066462	0.7443935654935292	129.5951956449248	128.4445405612866	43.382023926967726	16.717111191846858	15.0	88.66012659740919	89.17730291241253	62.71750731383222	391.57799999999895	0.9724318826615278	1	0	853.7476604646042	472.90895078718484	0	6	6
1	7			0	SG 40x Cap1-wt FGDF	0	100	A01	A01	10256	1080.0	501.0	1.0	1.4203433872810916	0.8870693025184091	1.0	0.5867276887871854	0.4501530314919979	174.54354206634014	189.59430371189953	34.132096331752024	13.315021699302545	12.083045973594572	83.21658057526687	80.57563098817074	-8.292864697855713	535.073999999998	0.9177628635346756	1	1	1088.4173166926678	486.4329173166927	0	7	7
1	8			0	SG 40x Cap1-wt FGDF	0	100	A01	A01	9345	1287.0	512.0	1.0	1.11583021902152	0.7666448476973494	1.0	0.6289117706440541	0.5866430278860201	136.888066665849	137.00364958642524	41.773197148410844	15.207779903328328	13.45362404707371	87.7974696188685	87.89191205324367	-50.19328961565946	447.4119999999988	0.9448938321536906	1	1	1276.2512573568754	521.9332263242376	0	8	8
1	9			0	SG 40x Cap1-wt FGDF	0	100	A01	A01	32661	240.0	562.0	1.0	1.2551161595647384	0.8146699592573501	1.0	0.6738116850965505	0.6320703425060431	278.9077064987179	291.62475889402805	80.00624975587844	27.953668510913452	24.186773244895647	162.5574273069858	161.74551606789097	-88.42839449543958	805.8179999999969	0.9094098483899261	1	1	234.30008266740148	580.8513211475461	0	9	9
1	10			0	SG 40x Cap1-wt FGDF	0	100	A01	A01	10109	564.0	576.0	1.0	1.0897753230687648	0.7523246650047809	1.0	0.7736874330322976	0.671341570470101	139.62775357221904	138.92443989449805	43.04648650006177	16.987708497568214	15.264337522473747	93.0	91.98572112324975	-86.84858763023423	434.99799999999874	0.9675535987748853	1	0	561.4379266000593	583.9872390938767	0	10	10
