ImageNumber	ObjectNumber	Metadata_ChannelNumber	Metadata_FileLocation	Metadata_Frame	Metadata_Plate	Metadata_Series	Metadata_Site	Metadata_Well	Metadata_Well	AreaShape_Area	AreaShape_Center_X	AreaShape_Center_Y	AreaShape_Center_Z	AreaShape_Perimeter	AreaShape_Solidity	Children_CaprinSG_Count	Children_SG_Count	Intensity_IntegratedIntensity_G3BP	Intensity_IntegratedIntensity_GFP	Intensity_MeanIntensity_G3BP	Intensity_MeanIntensity_GFP	Intensity_MedianIntensity_G3BP	Intensity_MedianIntensity_GFP	Intensity_StdIntensity_GFP	Location_CenterMassIntensity_X_G3BP	Location_CenterMassIntensity_X_GFP	Location_CenterMassIntensity_Y_G3BP	Location_CenterMassIntensity_Y_GFP	Location_CenterMassIntensity_Z_G3BP	Location_CenterMassIntensity_Z_GFP	Location_Center_X	Location_Center_Y	Location_MaxIntensity_X_G3BP	Location_MaxIntensity_X_GFP	Location_MaxIntensity_Y_G3BP	Location_MaxIntensity_Y_GFP	Location_MaxIntensity_Z_G3BP	Location_MaxIntensity_Z_GFP	Mean_CaprinSG_Distance_Centroid_Cytoplasm_Norm	Mean_CaprinSG_Distance_Minimum_Cytoplasm_Norm	Mean_CaprinSG_Location_Center_X	Mean_CaprinSG_Location_Center_Y	Mean_CaprinSG_Number_Object_Number	Number_Object_Number
39	13			0	SG 40x Cap1-wt FGDF	0	44	A01	A01	33955	12.0	764.0	1.0	1334.745999999995	0.6884002878893857	0	0	51.83186082565226	48.85162125970237	0.0015264868451082979	0.0014387165736917205	0.0015259021893143654	0.0014343480579555035	0.00011099049197908938	86.67223955715981	87.03466603529418	687.0774375655212	686.4251275421358	0.0	0.0	85.87247828007658	685.7390075099396	180.0	177.0	682.0	679.0	0.0	0.0						13
39	14			0	SG 40x Cap1-wt FGDF	0	44	A01	A01	469	410.0	675.0	1.0	786.6399999999971	0.04422025268715822	0	0	0.6790569922886789	0.5779812312684953	0.0014478827127690382	0.0012323693630458322	0.0014496070798486471	0.001235980773344636	4.1366031391325645e-05	349.05948047278775	350.4471461006389	699.3392881218822	697.9916046253762	0.0	0.0	350.53304904051174	697.588486140725	291.0	322.0	690.0	749.0	0.0	0.0						14
39	15			0	SG 40x Cap1-wt FGDF	0	44	A01	A01	13220	900.0	721.0	1.0	996.0779999999959	0.5648245070603063	0	1	19.387655446771532	17.76289005461149	0.0014665397463518557	0.0013436376743276466	0.0014648661017417908	0.0013427939265966415	6.740090887660519e-05	833.011686093643	832.613110143451	697.1842724131689	696.510064934786	0.0	0.0	832.440771558245	695.953706505295	872.0	863.0	708.0	691.0	0.0	0.0						15
39	16			0	SG 40x Cap1-wt FGDF	0	44	A01	A01	497	1083.0	787.0	1.0	835.2579999999973	0.06210171185805322	0	0	0.6921034560073167	0.6022125580348074	0.0013925622857290075	0.0012116952877963933	0.0013885709922760725	0.0012054627295583487	3.768939381381215e-05	1046.2759662235158	1045.4811990067399	789.0386489406266	790.20784979476	0.0	0.0	1045.338028169014	790.4889336016097	1104.0	1063.0	809.0	750.0	0.0	0.0						16
39	17			0	SG 40x Cap1-wt FGDF	0	44	A01	A01	460	108.0	868.0	1.0	760.4679999999971	0.05332096905065492	0	0	0.6805218583904207	0.5534294650424272	0.0014793953443270015	0.0012031075327009286	0.0014801251236349344	0.0012054627295583487	3.31116747386364e-05	155.1832144939235	154.85334583252916	858.2371855240145	859.2953486448482	0.0	0.0	154.80869565217392	859.395652173913	159.0	195.0	805.0	814.0	0.0	0.0						17
39	18			0	SG 40x Cap1-wt FGDF	0	44	A01	A01	459	370.0	903.0	1.0	752.9199999999971	0.046326201049656845	0	0	0.7090409703087062	0.5706874188035727	0.0015447515693000134	0.001243327709811705	0.0015259021893143654	0.0012512397952377796	4.0632043913874375e-05	337.3411668495922	338.5785828877005	857.9361051929326	857.4701604278075	0.0	0.0	338.69934640522877	857.5882352941177	313.0	307.0	912.0	906.0	0.0	0.0						18
39	19			0	SG 40x Cap1-wt FGDF	0	44	A01	A01	389	1104.0	903.0	1.0	645.3219999999976	0.062230043193089085	0	0	0.6016632332466543	0.4766460668761283	0.0015466921163153067	0.0012253112259026436	0.0015106431674212217	0.0012207217514514923	3.758290903058855e-05	1097.2411869135176	1097.052341774178	942.1916814608167	940.362038608061	0.0	0.0	1097.0796915167095	940.2056555269922	1124.0	1106.0	988.0	988.0	0.0	0.0						19
40	1			0	SG 40x Cap1-wt FGDF	0	45	A01	A01	1645	1225.0	301.0	1.0	859.7799999999972	0.14942998591997092	0	0	2.723064010962844	2.052704661153257	0.001655358061375589	0.0012478447788165695	0.0017090104520320892	0.0012512397952377796	4.147417644854562e-05	1235.1184157439368	1237.082535458357	286.7244418792307	284.5161235169933	0.0	0.0	1237.420668693009	284.1100303951368	1210.0	1236.0	310.0	293.0	0.0	0.0						1
40	2			0	SG 40x Cap1-wt FGDF	0	45	A01	A01	437	319.0	377.0	1.0	721.4679999999972	0.04988584474885844	0	0	0.6281223772093654	0.5332570380996913	0.0014373509775958018	0.001220267821738424	0.0014343480579555035	0.0012207217514514923	3.2925085714458115e-05	266.74980565542705	266.40927690502764	388.5260178797007	387.53938821644203	0.0	0.0	266.3546910755149	387.49427917620136	223.0	215.0	431.0	410.0	0.0	0.0						2
40	3			0	SG 40x Cap1-wt FGDF	0	45	A01	A01	29061	468.0	417.0	1.0	1232.675999999995	0.6975923569936866	0	0	41.81640343880281	41.044419003184885	0.0014389182560408385	0.0014123539796698284	0.0014343480579555035	0.0013885709922760725	0.0001369080513431899	527.1022292786773	526.1406121391336	423.44349808315314	422.793416054302	0.0	0.0	528.2540862324076	422.74887306011493	492.0	502.0	452.0	430.0	0.0	0.0						3
41	1			0	SG 40x Cap1-wt FGDF	0	46	A01	A01	24725	1296.0	93.0	1.0	1279.2439999999963	0.6837949583085582	0	0	37.28690012102015	33.75678644212894	0.0015080647167247786	0.0013652896437665902	0.001495384145528078	0.0013580529484897852	9.932015746343422e-05	1287.7939013675332	1288.0173578857011	187.9862649201157	188.1409256906201	0.0	0.0	1288.0994539939334	189.76036400404448	1289.0	1308.0	45.0	49.0	0.0	0.0						1
41	2			0	SG 40x Cap1-wt FGDF	0	46	A01	A01	21001	7.0	632.0	1.0	1246.7019999999957	0.595232696559152	0	0	32.77701990539208	27.5367360888049	0.001560736150916246	0.0013112107084807818	0.0015259021893143654	0.0012970168609172106	7.07915676336238e-05	91.24579081787041	90.92008400660526	594.7791314136316	592.3232137513714	0.0	0.0	92.40945669253846	592.0110470929956	38.0	21.0	606.0	521.0	0.0	0.0						2
41	3			0	SG 40x Cap1-wt FGDF	0	46	A01	A01	10858	413.0	638.0	1.0	928.1039999999963	0.5289232043256935	0	3	18.425345231080428	14.449332414427772	0.001696937302549312	0.0013307545049205905	0.0017090104520320892	0.0013275349047034979	6.532608268178688e-05	373.3897756116952	373.2470988038275	677.5875271738005	677.7783601232184	0.0	0.0	373.04125990053416	678.1759071652237	375.0	406.0	615.0	670.0	0.0	0.0						3
41	4			0	SG 40x Cap1-wt FGDF	0	46	A01	A01	25056	894.0	812.0	1.0	1206.3579999999954	0.6752000862324502	0	0	37.669352245749906	34.18052948010154	0.0015034064593610276	0.0013641654485991993	0.0014801251236349344	0.0013427939265966415	0.00010434652584895704	982.7145306706753	982.0584128452367	780.7053503903533	780.4198482960651	0.0	0.0	981.2867975734355	780.5119731800767	1061.0	933.0	756.0	817.0	0.0	0.0						4
41	5			0	SG 40x Cap1-wt FGDF	0	46	A01	A01	14575	1145.0	758.0	1.0	1200.4859999999962	0.5797303209896186	0	0	20.929610127117485	18.657495990162715	0.001435993833764493	0.0012801026408344916	0.0014343480579555035	0.001281757839024067	4.7340398331725715e-05	1176.6904110607734	1176.766548978138	792.882452308289	792.7292714025054	0.0	0.0	1177.2065180102916	792.7840137221269	1111.0	1113.0	778.0	766.0	0.0	0.0						5
41	6			0	SG 40x Cap1-wt FGDF	0	46	A01	A01	662	285.0	878.0	1.0	1098.9759999999956	0.03103464441423282	0	0	1.0467689018696547	0.801647974178195	0.0015812219061475145	0.001210948601477636	0.0015716792549937963	0.0012054627295583487	3.456283500378784e-05	199.2639941690962	198.46956372772956	897.3928717201167	897.5138761991777	0.0	0.0	198.4320241691843	897.4667673716012	263.0	115.0	941.0	923.0	0.0	0.0						6
41	7			0	SG 40x Cap1-wt FGDF	0	46	A01	A01	6251	1131.0	907.0	1.0	700.6719999999973	0.584314825200972	0	0	9.106218049302697	8.029037916800007	0.0014567618059994716	0.0012844405561990093	0.0014648661017417908	0.001281757839024067	4.7811155476454465e-05	1150.1763961687468	1150.4992825689922	914.8882344464255	915.1001267619821	0.0	0.0	1150.736522156455	915.2190049592065	1129.0	1119.0	925.0	917.0	0.0	0.0						7
41	8			0	SG 40x Cap1-wt FGDF	0	46	A01	A01	6167	966.0	1039.0	1.0	933.989999999997	0.4188826625912719	0	2	8.155016401549801	7.766872661653906	0.0013223636130289932	0.0012594247870364693	0.0013885709922760725	0.0012664988171309233	4.1638791935659455e-05	988.972011773093	987.2651443412796	960.9743375764119	964.4214128824641	0.0	0.0	987.3450624290579	964.1908545484027	995.0	931.0	913.0	1031.0	0.0	0.0						8
41	9			0	SG 40x Cap1-wt FGDF	0	46	A01	A01	1875	1076.0	1039.0	1.0	646.1179999999977	0.314070351758794	0	1	2.248355839867145	2.387121384963393	0.0011991231145958106	0.0012731314053138097	0.0014038300141692162	0.0012664988171309233	4.9252689639166475e-05	1086.6875449621978	1085.0710879570443	1016.1601943724295	1019.2981142930197	0.0	0.0	1085.2101333333333	1019.0634666666666	1088.0	1088.0	1032.0	1027.0	0.0	0.0						9
42	1			0	SG 40x Cap1-wt FGDF	0	47	A01	A01	23403	1177.0	0.0	1.0	1222.045999999995	0.703289107929019	0	0	34.627832447877154	35.54876019619405	0.0014796322030456418	0.0015189830447461458	0.0014648661017417908	0.0014801251236349344	0.00016965563981228285	1255.7270799595476	1254.7527072294658	78.40661074720127	77.375519812095	0.0	0.0	1257.2253557236252	78.31803614921164	1301.0	1191.0	142.0	58.0	0.0	0.0						1
42	2			0	SG 40x Cap1-wt FGDF	0	47	A01	A01	11593	1195.0	157.0	1.0	956.0599999999969	0.5638481554436907	0	0	18.181048290571198	15.91180284973234	0.0015682781239171222	0.0013725353963367842	0.0015564202331006527	0.0013580529484897852	7.487658310363363e-05	1141.258540740834	1140.6592262989318	179.23708953877272	179.64777517788988	0.0	0.0	1139.5093590960062	180.517553696196	1203.0	1190.0	183.0	173.0	0.0	0.0						2
42	3			0	SG 40x Cap1-wt FGDF	0	47	A01	A01	19995	641.0	257.0	1.0	1373.0259999999946	0.6050748210800262	0	0	33.30794231314212	26.9463034956716	0.0016658135690493683	0.0013476520878055315	0.001632715342566371	0.0013427939265966415	0.00010240568181588223	709.4507498501949	709.6843253907582	267.4496691460101	267.447595765621	0.0	0.0	708.8238059514879	266.29377344336086	728.0	730.0	332.0	328.0	0.0	0.0						3
42	4			0	SG 40x Cap1-wt FGDF	0	47	A01	A01	5048	131.0	468.0	1.0	941.6899999999962	0.31992901733371365	0	0	8.91396963247098	6.760540167801082	0.001765841844784267	0.0013392512218306422	0.0017700465396046638	0.0013427939265966415	5.246725299359732e-05	99.06737683955376	99.32952339680219	465.6467046802596	464.9350798551863	0.0	0.0	99.39778129952457	464.6327258320127	56.0	105.0	474.0	479.0	0.0	0.0						4
42	5			0	SG 40x Cap1-wt FGDF	0	47	A01	A01	24284	1391.0	363.0	1.0	1139.4419999999966	0.7156349919695875	0	0	35.29616234777495	34.346257716882974	0.0014534739889546595	0.0014143575076957244	0.0014343480579555035	0.0014038300141692162	8.852817967543411e-05	1302.321054033186	1302.4941200827054	403.88531619871566	403.44190366265315	0.0	0.0	1300.948484598913	402.72418053039036	1391.0	1391.0	446.0	436.0	0.0	0.0						5
42	6			0	SG 40x Cap1-wt FGDF	0	47	A01	A01	494	983.0	473.0	1.0	833.7419999999973	0.05228619813717189	0	0	0.6868696114979684	0.6023193711880594	0.0013904243147732154	0.0012192699821620637	0.0013885709922760725	0.0012207217514514923	3.6680090727323916e-05	1028.279757408806	1028.0251817698174	483.95432532101125	483.9401869632407	0.0	0.0	1027.9696356275304	483.97773279352225	1030.0	1039.0	545.0	422.0	0.0	0.0						6
42	7			0	SG 40x Cap1-wt FGDF	0	47	A01	A01	4651	1160.0	653.0	1.0	940.2699999999967	0.3632316763637784	0	0	7.2733043394982815	6.2624093980994076	0.001563815166522959	0.001346465146871513	0.0015564202331006527	0.0013427939265966415	5.790451166175711e-05	1198.786126682555	1198.2793543969767	623.7503377697963	623.8743734877817	0.0	0.0	1197.6248118684155	624.2304880670823	1164.0	1264.0	647.0	581.0	0.0	0.0						7
42	8			0	SG 40x Cap1-wt FGDF	0	47	A01	A01	2783	1276.0	672.0	1.0	788.371999999997	0.2973767163541166	0	0	4.362188142724335	3.7582360561937094	0.0015674409424090317	0.0013504261790131906	0.00158693827688694	0.0013580529484897852	6.36948063107208e-05	1286.6704865046383	1287.353838470783	667.8749492787083	667.5367078637087	0.0	0.0	1287.7599712540425	667.3625583902264	1289.0	1293.0	665.0	668.0	0.0	0.0						8
42	9			0	SG 40x Cap1-wt FGDF	0	47	A01	A01	11275	244.0	781.0	1.0	947.6199999999963	0.5335510126821882	0	0	17.502464327961206	15.532784004928544	0.001552324995828045	0.0013776305104149485	0.0015564202331006527	0.0013733119703829288	5.8630450643705884e-05	286.2581157848484	286.0874304109963	806.5372136938721	806.748568924918	0.0	0.0	286.04319290465634	806.6026607538803	239.0	284.0	766.0	750.0	0.0	0.0						9
42	10			0	SG 40x Cap1-wt FGDF	0	47	A01	A01	459	1168.0	865.0	1.0	759.365999999997	0.0452930728241563	0	0	0.6966201264876872	0.5673762110527605	0.0015176909073805823	0.0012361137495702844	0.001495384145528078	0.001235980773344636	4.267420794893543e-05	1207.5174030184216	1207.9964230965763	822.8597244430815	822.8456821665815	0.0	0.0	1208.0610021786492	822.5773420479303	1147.0	1158.0	837.0	857.0	0.0	0.0						10
42	11			0	SG 40x Cap1-wt FGDF	0	47	A01	A01	10932	196.0	824.0	1.0	817.753999999997	0.6382345214116822	1	1	16.765392534434795	15.338109403615817	0.0015336070741341745	0.001403046963375029	0.0015259021893143654	0.0013885709922760725	8.616027324859641e-05	192.0064857288481	191.0025338669675	860.6105713921654	861.0269851360399	0.0	0.0	191.37175265276252	860.822356384925	147.0	138.0	834.0	837.0	0.0	0.0	51.90884755695252	3.006659275674581	148.2	832.0	1.0	11
42	12			0	SG 40x Cap1-wt FGDF	0	47	A01	A01	31275	553.0	847.0	1.0	1304.8799999999949	0.7248644138506468	1	1	48.78013274213299	57.4821698195301	0.0015597164745686008	0.001837959066971386	0.001541161211207509	0.0017395284958183765	0.00041388115253063965	659.2268439185863	661.6473262944859	862.3092242694739	863.5380861215568	0.0	0.0	656.3258513189448	859.5879776179057	740.0	745.0	910.0	904.0	0.0	0.0	30.359139161537914	10.261698566364071	646.8695652173913	830.7391304347826	2.0	12
42	13			0	SG 40x Cap1-wt FGDF	0	47	A01	A01	7022	291.0	884.0	1.0	818.7739999999972	0.5271969668531099	0	2	10.73209735006094	9.811093306634575	0.0015283533679950072	0.0013971935782732235	0.0015259021893143654	0.0013885709922760725	9.018498145590903e-05	306.1549817439374	306.2015801670373	933.0569719959962	933.7086131545796	0.0	0.0	306.25989746510965	932.8768157220165	290.0	288.0	992.0	992.0	0.0	0.0						13
43	1			0	SG 40x Cap1-wt FGDF	0	48	A01	A01	10579	1194.0	202.0	1.0	1029.3919999999973	0.5185911419397532	0	2	16.054352632258087	14.075272751739249	0.0015175680718648348	0.0013304917999564466	0.0015106431674212217	0.0013275349047034979	7.58251384228143e-05	1199.1372730538853	1199.276371035848	269.7093226831109	268.99347804640604	0.0	0.0	1199.1017109367615	268.63380281690144	1181.0	1178.0	246.0	246.0	0.0	0.0						1
43	2			0	SG 40x Cap1-wt FGDF	0	48	A01	A01	12791	1319.0	321.0	1.0	939.4419999999968	0.6526519886726025	0	0	19.633569843601435	17.199816887732595	0.0015349519070910354	0.0013446811733040884	0.001541161211207509	0.0013427939265966415	8.900615825670835e-05	1293.3139958000631	1293.553530460703	296.81400823510944	296.17589669887064	0.0	0.0	1294.0178250332265	295.240481588617	1315.0	1304.0	323.0	328.0	0.0	0.0						2
43	3			0	SG 40x Cap1-wt FGDF	0	48	A01	A01	15812	47.0	825.0	1.0	1438.7519999999947	0.4805129685624421	0	0	25.037247266620398	19.608896005200222	0.0015834332953845432	0.001240127498431585	0.00158693827688694	0.001235980773344636	3.760056679686967e-05	123.38235670544412	122.87991461937064	800.1201859318778	800.8661978461857	0.0	0.0	122.77434859600304	800.9697065519858	206.0	111.0	772.0	756.0	0.0	0.0						3
43	4			0	SG 40x Cap1-wt FGDF	0	48	A01	A01	18132	503.0	821.0	1.0	988.8999999999959	0.6888796018388359	3	7	28.27928587119095	25.78936445573345	0.0015596341204054131	0.0014223121804397445	0.00158693827688694	0.0014190890360623598	0.00014339045961355172	553.0648567973699	552.1636536406593	840.1889274331012	839.6259281962197	0.0	0.0	551.4742444297375	839.1362232517097	639.0	520.0	848.0	859.0	0.0	0.0	76.58653125664829	5.880546020789701	619.3644688644689	859.959706959707	2.0	4
44	1			0	SG 40x Cap1-wt FGDF	0	49	A01	A01	16703	348.0	441.0	1.0	1020.3079999999964	0.7067360582212068	0	0	28.36873425752856	22.76568245445378	0.0016984214965891492	0.00136296967337926	0.0016937514301389456	0.0013580529484897852	7.527690829439879e-05	278.60372698202667	280.0763960430283	443.55419130837026	444.47544922782214	0.0	0.0	280.82733640663355	443.8855894150751	229.0	208.0	411.0	435.0	0.0	0.0						1
44	2			0	SG 40x Cap1-wt FGDF	0	49	A01	A01	18543	1032.0	524.0	1.0	1033.0519999999954	0.6723350253807105	0	0	27.101106272777542	24.79476614971645	0.001461527599243787	0.0013371496602338593	0.0014496070798486471	0.0013275349047034979	6.998080818242283e-05	1092.9048900635166	1092.8808326538149	466.12999142489235	466.13070757111865	0.0	0.0	1093.4050585126463	465.59639756242245	1056.0	1052.0	515.0	509.0	0.0	0.0						2
44	3			0	SG 40x Cap1-wt FGDF	0	49	A01	A01	21762	1260.0	575.0	1.0	1121.5419999999951	0.6792664845883729	1	1	31.942259853705764	30.855909049045295	0.0014677998278515654	0.0014178802062790779	0.0014648661017417908	0.0014038300141692162	0.00012526860115006202	1172.9902261271004	1173.278684681887	584.8720281884991	585.088230203418	0.0	0.0	1172.428407315504	585.472750666299	1232.0	1232.0	572.0	572.0	0.0	0.0	60.07184970356566	8.889756902063123	1231.6666666666667	575.5	1.0	3
44	4			0	SG 40x Cap1-wt FGDF	0	49	A01	A01	34257	117.0	699.0	1.0	1432.9819999999954	0.6459928342447672	0	0	54.82964826677926	46.27341114357114	0.0016005385254628036	0.0013507724302645047	0.0016021972987800837	0.0013427939265966415	7.492420824114052e-05	95.70756869595613	96.30155929310463	594.3157944830615	594.367080864546	0.0	0.0	95.5624251977698	595.526228216131	45.0	188.0	503.0	543.0	0.0	0.0						4
44	5			0	SG 40x Cap1-wt FGDF	0	49	A01	A01	39709	220.0	699.0	1.0	1520.089999999995	0.6616016461316736	0	1	62.626474388409406	53.39348438521847	0.0015771355206227657	0.0013446192144153334	0.001541161211207509	0.0013275349047034979	9.688515608725535e-05	297.71054323031916	297.9071598123197	620.9838325179949	621.449684522663	0.0	0.0	300.00193910700347	623.0854214409832	211.0	206.0	551.0	541.0	0.0	0.0						5
44	6			0	SG 40x Cap1-wt FGDF	0	49	A01	A01	6290	719.0	775.0	1.0	1298.2939999999953	0.32848525994203204	0	0	9.855878535890952	7.918196381768212	0.0015669123268507077	0.001258854750678571	0.0015716792549937963	0.0012664988171309233	4.023495291214435e-05	742.121239191522	742.7826597214594	817.7741169367013	818.9107452222794	0.0	0.0	742.9319554848967	819.1422893481717	732.0	732.0	769.0	752.0	0.0	0.0						6
44	7			0	SG 40x Cap1-wt FGDF	0	49	A01	A01	3737	661.0	870.0	1.0	844.7859999999968	0.289779776674938	0	0	5.926665139384568	4.718181123491377	0.0015859419693295606	0.0012625585024060415	0.00158693827688694	0.0012664988171309233	4.075314080115706e-05	652.1774878734514	652.7395813794041	910.9745265239287	911.32698265881	0.0	0.0	652.8825260904468	911.3930960663633	645.0	648.0	910.0	895.0	0.0	0.0						7
45	1			0	SG 40x Cap1-wt FGDF	0	4	A01	A01	23534	479.0	99.0	1.0	1351.9879999999948	0.626704303365999	4	8	36.3718776141759	39.879087501205504	0.0015455034254345161	0.0016945307852981007	0.0015259021893143654	0.0016174563206732273	0.00033500143413590407	576.5281299832063	574.6471771694096	131.34057662448592	130.87286051220673	0.0	0.0	579.6161723463924	131.94471827993542	558.0	588.0	169.0	169.0	0.0	0.0	60.674181821637234	3.77733364764289	582.0505050505051	92.34368686868686	3.25	1
45	2			0	SG 40x Cap1-wt FGDF	0	4	A01	A01	476	1058.0	82.0	1.0	792.0219999999971	0.047630960124080655	0	0	0.6903791865333915	0.585488670039922	0.001450376442297041	0.001230018214369584	0.0014496070798486471	0.001235980773344636	3.586285718214942e-05	1097.6340951286359	1097.0395360959083	133.8677835735125	134.7857440708887	0.0	0.0	1096.8235294117646	134.66596638655463	1124.0	1113.0	198.0	76.0	0.0	0.0						2
45	3			0	SG 40x Cap1-wt FGDF	0	4	A01	A01	16367	1039.0	220.0	1.0	1068.3019999999965	0.6182875923162646	5	6	25.45323872147128	25.964080256409943	0.0015551560286840155	0.0015863677067519974	0.0015259021893143654	0.0015259021893143654	0.0002482788141807897	981.7391782638462	981.0718389521121	212.56578649199858	212.54164541161148	0.0	0.0	982.1737642817865	211.72866133072645	1003.0	1002.0	221.0	216.0	0.0	0.0	93.99834133125432	3.021173842411521	899.3112087912086	181.99084249084248	6.4	3
45	4			0	SG 40x Cap1-wt FGDF	0	4	A01	A01	485	1353.0	419.0	1.0	808.0919999999971	0.044710762848582615	0	0	0.7167925534304231	0.5926604103296995	0.001477922790578192	0.0012219802274839166	0.0014801251236349344	0.0012207217514514923	3.608749968111205e-05	1313.285620010644	1312.9576467559218	432.7212985630655	433.0669927909372	0.0	0.0	1312.8247422680413	433.2886597938144	1274.0	1276.0	376.0	375.0	0.0	0.0						4
45	5			0	SG 40x Cap1-wt FGDF	0	4	A01	A01	511	1258.0	851.0	1.0	825.9639999999965	0.04781733963411781	0	0	0.7546349277254194	0.624582284130156	0.0014767806804802728	0.0012222745286304423	0.0014648661017417908	0.0012207217514514923	3.68037779944836e-05	1266.2078455161259	1267.9537525652302	791.152744919624	791.2450161243037	0.0	0.0	1268.1409001956947	791.4090019569471	1212.0	1213.0	839.0	803.0	0.0	0.0						5
46	1			0	SG 40x Cap1-wt FGDF	0	50	A01	A01	11465	1140.0	202.0	1.0	957.5879999999966	0.5933497218268855	0	0	16.661753257736564	17.102067593485117	0.0014532711083939437	0.0014916761965534336	0.0014496070798486471	0.0014801251236349344	0.0001076398789258641	1121.1024014403881	1121.3929472583477	156.71702621418262	157.12837888478066	0.0	0.0	1121.4198866114261	156.6095944177933	1132.0	1122.0	200.0	190.0	0.0	0.0						1
46	2			0	SG 40x Cap1-wt FGDF	0	50	A01	A01	8071	139.0	208.0	1.0	1052.3199999999958	0.4341347964068635	0	0	12.215884638950229	13.880354006076232	0.0015135527987796096	0.0017197811926745424	0.0015259021893143654	0.0017242694739252329	0.0002469687389932943	115.7892858570415	114.20722828255734	163.02562180851595	162.73137440925015	0.0	0.0	116.9381737083385	165.37021434766447	96.0	89.0	160.0	165.0	0.0	0.0						2
46	3			0	SG 40x Cap1-wt FGDF	0	50	A01	A01	433	202.0	339.0	1.0	726.8059999999978	0.06402957486136783	0	0	0.6636453801766038	0.5385671777185053	0.0015326683144956208	0.0012438041055854625	0.0015259021893143654	0.001235980773344636	4.4182149019303114e-05	227.3759082130047	225.73690324408557	368.64894693276926	368.03306417339564	0.0	0.0	225.3487297921478	367.8406466512702	230.0	229.0	428.0	428.0	0.0	0.0						3
46	4			0	SG 40x Cap1-wt FGDF	0	50	A01	A01	462	416.0	568.0	1.0	771.2959999999971	0.04387047763745133	0	0	0.7200274660717696	0.555321583757177	0.001558501008813354	0.0012019947700371797	0.0015564202331006527	0.0012054627295583487	3.500341105055381e-05	475.64674592578467	475.85129008325777	575.0774153898319	575.688264226637	0.0	0.0	475.9069264069264	575.7900432900433	417.0	514.0	573.0	625.0	0.0	0.0						4
46	5			0	SG 40x Cap1-wt FGDF	0	50	A01	A01	460	520.0	727.0	1.0	773.6019999999972	0.04530680587018615	0	0	0.7370107574388385	0.5531548026483506	0.0016021972987800837	0.0012025104405398925	0.0015716792549937963	0.0012054627295583487	3.333820676792472e-05	459.8856728778468	457.2126837880334	714.4950931677018	713.0574880692947	0.0	0.0	457.1282608695652	713.0108695652174	515.0	394.0	735.0	718.0	0.0	0.0						5
46	6			0	SG 40x Cap1-wt FGDF	0	50	A01	A01	4558	307.0	902.0	1.0	835.3659999999973	0.35838968391256487	0	0	7.478644997114316	6.515480276197195	0.001640773364878086	0.0014294603501968396	0.0016479743644595146	0.0014343480579555035	6.39215716849568e-05	295.7676474608917	295.6795045340428	863.315819005005	863.1327940570316	0.0	0.0	295.5340061430452	863.1511627906976	272.0	286.0	773.0	780.0	0.0	0.0						6
46	7			0	SG 40x Cap1-wt FGDF	0	50	A01	A01	383	782.0	818.0	1.0	644.1819999999982	0.05501292731973572	0	0	0.5365529868286103	0.46369115728884935	0.0014009216366282252	0.0012106818728168391	0.0014038300141692162	0.0012054627295583487	3.552721731378033e-05	749.3468134118249	749.0743056469659	837.7778630947303	838.301500592339	0.0	0.0	749.0156657963446	838.4386422976502	747.0	783.0	780.0	863.0	0.0	0.0						7
46	8			0	SG 40x Cap1-wt FGDF	0	50	A01	A01	21475	0.0	927.0	1.0	1150.9259999999965	0.650127149430855	4	9	32.009002815466374	39.89781032106839	0.0014905239960636262	0.0018578724247296109	0.0014648661017417908	0.0017090104520320892	0.0004579726802395767	65.46345729390622	61.74521618707746	842.7710307907194	844.2163851879162	0.0	0.0	67.42710128055879	840.8818160651921	50.0	64.0	916.0	918.0	0.0	0.0	72.95842538202054	4.168752601647412	72.10317460317461	885.2222222222222	2.5	8
46	9			0	SG 40x Cap1-wt FGDF	0	50	A01	A01	717	561.0	892.0	1.0	1199.9319999999964	0.0694935788708505	0	0	1.0087281602900475	0.8741893642581999	0.00140687330584386	0.0012192320282541143	0.0014038300141692162	0.0012207217514514923	3.7933780486659654e-05	601.6172568714358	600.5554896142434	920.1021979518054	919.9704835049747	0.0	0.0	600.370990237099	919.8675034867504	620.0	575.0	974.0	959.0	0.0	0.0						9
47	1			0	SG 40x Cap1-wt FGDF	0	51	A01	A01	428	576.0	94.0	1.0	714.7739999999975	0.04779452819653825	0	0	0.6863813227973878	0.5342030974570662	0.0016036946794331492	0.0012481380781707153	0.0016021972987800837	0.0012512397952377796	3.7920958522649805e-05	589.7621715352808	589.6141849238767	147.16966786714687	146.29683795595417	0.0	0.0	589.9228971962617	146.26168224299064	613.0	538.0	103.0	141.0	0.0	0.0						1
47	2			0	SG 40x Cap1-wt FGDF	0	51	A01	A01	19326	205.0	112.0	1.0	1157.8739999999955	0.619194848052801	0	4	30.081712055252865	28.466193630360067	0.0015565410356645382	0.0014729480301335024	0.001541161211207509	0.0014648661017417908	0.00011570015630708656	137.49833900187937	139.14462255270882	141.5475805326658	140.67021954059217	0.0	0.0	137.9582427817448	140.64472731035912	76.0	84.0	216.0	128.0	0.0	0.0						2
